Simulation Time,Conveyor:Statistics:PartsEntered,Pick And Place Process:Statistics:PartsEntered,Conveyor #2:Statistics:PartsEntered,Pick And Place Process #2:Statistics:PartsEntered,Conveyor #3:Statistics:PartsEntered,Pick And Place Process #3:Statistics:PartsEntered,Conveyor #4:Statistics:PartsEntered,Pick And Place Process #4:Statistics:PartsEntered,Conveyor #5:Statistics:PartsEntered,Pick And Place Process #5:Statistics:PartsEntered,Conveyor #6:Statistics:PartsEntered,Pick And Place Process #6:Statistics:PartsEntered,Conveyor #7:Statistics:PartsEntered,Conveyor #8:Statistics:PartsEntered,Conveyor:Statistics:PartsCurrent,Pick And Place Process:Statistics:PartsCurrent,Conveyor #2:Statistics:PartsCurrent,Pick And Place Process #2:Statistics:PartsCurrent,Conveyor #3:Statistics:PartsCurrent,Pick And Place Process #3:Statistics:PartsCurrent,Conveyor #4:Statistics:PartsCurrent,Pick And Place Process #4:Statistics:PartsCurrent,Conveyor #5:Statistics:PartsCurrent,Pick And Place Process #5:Statistics:PartsCurrent,Conveyor #6:Statistics:PartsCurrent,Pick And Place Process #6:Statistics:PartsCurrent,Conveyor #7:Statistics:PartsCurrent,Conveyor #8:Statistics:PartsCurrent,Conveyor:Statistics:PartsExited,Pick And Place Process:Statistics:PartsExited,Conveyor #2:Statistics:PartsExited,Pick And Place Process #2:Statistics:PartsExited,Conveyor #3:Statistics:PartsExited,Pick And Place Process #3:Statistics:PartsExited,Conveyor #4:Statistics:PartsExited,Pick And Place Process #4:Statistics:PartsExited,Conveyor #5:Statistics:PartsExited,Pick And Place Process #5:Statistics:PartsExited,Conveyor #6:Statistics:PartsExited,Pick And Place Process #6:Statistics:PartsExited,Conveyor #7:Statistics:PartsExited,Conveyor #8:Statistics:PartsExited
446,24,0,15,0,8,0,2,0,0,0,0,0,0,0,8,0,6,0,5,0,2,0,0,0,0,0,0,0,16,0,9,0,3,0,0,0,0,0,0,0,0,0
447,24,0,15,0,8,0,3,0,0,0,0,0,0,0,8,0,6,0,5,0,3,0,0,0,0,0,0,0,16,0,9,0,3,0,0,0,0,0,0,0,0,0
448,24,0,15,0,8,0,3,0,0,0,0,0,0,0,7,0,6,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
449,24,0,15,0,8,0,3,0,0,0,0,0,0,0,7,0,6,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
450,24,0,15,0,8,0,3,0,0,0,0,0,0,0,7,0,6,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
451,24,0,16,0,8,0,3,0,0,0,0,0,0,0,7,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
452,24,0,16,0,8,0,3,0,0,0,0,0,0,0,7,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
453,24,0,16,0,8,0,3,0,0,0,0,0,0,0,7,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
454,24,0,16,0,8,0,3,0,0,0,0,0,0,0,7,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
455,24,0,16,0,8,0,3,0,0,0,0,0,0,0,7,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
456,24,0,16,0,8,0,3,0,0,0,0,0,0,0,7,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
457,25,0,16,0,8,0,3,0,0,0,0,0,0,0,8,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
458,25,0,16,0,8,0,3,0,0,0,0,0,0,0,8,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
459,25,0,16,0,8,0,3,0,0,0,0,0,0,0,8,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
460,25,0,16,0,8,0,3,0,0,0,0,0,0,0,8,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
461,25,0,16,0,8,0,3,0,0,0,0,0,0,0,8,0,7,0,4,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
462,25,0,16,0,9,0,3,0,0,0,0,0,0,0,8,0,7,0,5,0,3,0,0,0,0,0,0,0,17,0,9,0,4,0,0,0,0,0,0,0,0,0
463,25,0,16,0,9,0,3,0,0,0,0,0,0,0,8,0,6,0,5,0,3,0,0,0,0,0,0,0,17,0,10,0,4,0,0,0,0,0,0,0,0,0
464,25,0,16,0,9,0,3,0,0,0,0,0,0,0,8,0,6,0,5,0,3,0,0,0,0,0,0,0,17,0,10,0,4,0,0,0,0,0,0,0,0,0
465,25,0,16,0,9,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,17,0,10,0,4,0,0,0,0,0,0,0,0,0
466,25,0,16,0,9,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,17,0,10,0,4,0,0,0,0,0,0,0,0,0
467,25,0,16,0,9,0,4,0,0,0,0,0,0,0,7,0,6,0,5,0,4,0,0,0,0,0,0,0,18,0,10,0,4,0,0,0,0,0,0,0,0,0
468,25,0,16,0,9,0,4,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
469,25,0,16,0,9,0,4,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
470,25,0,16,0,9,0,4,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
471,25,0,16,0,9,0,4,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
472,25,0,17,0,9,0,4,0,0,0,0,0,0,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
473,25,0,17,0,9,0,4,0,0,0,0,0,0,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
474,25,0,17,0,9,0,4,0,0,0,0,0,0,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
475,25,0,17,0,9,0,4,0,0,0,0,0,0,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,18,0,10,0,5,0,0,0,0,0,0,0,0,0
476,25,0,17,0,9,0,4,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
477,26,0,17,0,9,0,4,0,0,0,0,0,0,0,8,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
478,26,0,17,0,9,0,4,0,0,0,0,0,0,0,8,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
479,26,0,17,0,9,0,4,0,0,0,0,0,0,0,8,0,6,0,4,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
480,26,0,17,0,10,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
481,26,0,17,0,10,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
482,26,0,17,0,10,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
483,26,0,17,0,10,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
484,26,0,17,0,10,0,4,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
485,26,0,17,0,10,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,5,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
486,26,0,17,0,10,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,5,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
487,26,0,17,0,10,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,5,0,0,0,0,0,0,0,18,0,11,0,5,0,0,0,0,0,0,0,0,0
488,26,0,17,0,10,0,5,0,0,0,0,0,0,0,7,0,6,0,4,0,5,0,0,0,0,0,0,0,19,0,11,0,6,0,0,0,0,0,0,0,0,0
489,26,0,17,0,10,0,5,0,0,0,0,0,0,0,7,0,6,0,4,0,5,0,0,0,0,0,0,0,19,0,11,0,6,0,0,0,0,0,0,0,0,0
490,26,0,17,0,10,0,5,0,0,0,0,0,0,0,7,0,5,0,4,0,5,0,0,0,0,0,0,0,19,0,12,0,6,0,0,0,0,0,0,0,0,0
491,26,0,17,0,10,0,5,0,0,0,0,0,0,0,7,0,5,0,4,0,5,0,0,0,0,0,0,0,19,0,12,0,6,0,0,0,0,0,0,0,0,0
492,26,0,18,0,10,0,5,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
493,26,0,18,0,10,0,5,0,0,0,0,0,0,0,7,0,6,0,4,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
494,26,0,18,0,11,0,5,0,0,0,0,0,0,0,7,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
495,26,0,18,0,11,0,5,0,0,0,0,0,0,0,7,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
496,26,0,18,0,11,0,5,0,0,0,0,0,0,0,7,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
497,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
498,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
499,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
500,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
501,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
502,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
503,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,6,0,5,0,4,0,0,0,0,0,0,0,19,0,12,0,6,0,1,0,0,0,0,0,0,0
504,27,0,18,0,11,0,5,0,0,0,0,0,0,0,8,0,5,0,5,0,4,0,0,0,0,0,0,0,19,0,13,0,6,0,1,0,0,0,0,0,0,0
505,27,0,18,0,11,0,6,0,0,0,0,0,0,0,8,0,5,0,5,0,5,0,0,0,0,0,0,0,19,0,13,0,6,0,1,0,0,0,0,0,0,0
506,27,0,18,0,11,0,6,0,0,0,0,0,0,0,8,0,5,0,5,0,5,0,0,0,0,0,0,0,19,0,13,0,6,0,1,0,0,0,0,0,0,0
507,27,0,18,0,12,0,6,0,0,0,0,0,0,0,8,0,5,0,6,0,5,0,0,0,0,0,0,0,19,0,13,0,6,0,1,0,0,0,0,0,0,0
508,27,0,18,0,12,0,6,0,0,0,0,0,0,0,7,0,5,0,5,0,5,0,0,0,0,0,0,0,20,0,13,0,7,0,1,0,0,0,0,0,0,0
509,27,0,18,0,12,0,6,0,0,0,0,0,0,0,7,0,5,0,5,0,5,0,0,0,0,0,0,0,20,0,13,0,7,0,1,0,0,0,0,0,0,0
510,27,0,18,0,12,0,6,0,1,0,0,0,0,0,7,0,5,0,5,0,5,0,1,0,0,0,0,0,20,0,13,0,7,0,1,0,0,0,0,0,0,0
511,27,0,18,0,12,0,6,0,1,0,0,0,0,0,7,0,5,0,5,0,5,0,1,0,0,0,0,0,20,0,13,0,7,0,1,0,0,0,0,0,0,0
512,27,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,5,0,1,0,0,0,0,0,20,0,13,0,7,0,1,0,0,0,0,0,0,0
513,27,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,5,0,1,0,0,0,0,0,20,0,13,0,7,0,1,0,0,0,0,0,0,0
514,27,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,4,0,1,0,0,0,0,0,20,0,13,0,7,0,2,0,0,0,0,0,0,0
515,27,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,4,0,1,0,0,0,0,0,20,0,13,0,7,0,2,0,0,0,0,0,0,0
516,27,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,4,0,1,0,0,0,0,0,20,0,13,0,7,0,2,0,0,0,0,0,0,0
517,28,0,19,0,12,0,6,0,1,0,0,0,0,0,8,0,6,0,5,0,4,0,1,0,0,0,0,0,20,0,13,0,7,0,2,0,0,0,0,0,0,0
518,28,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,4,0,1,0,0,0,0,0,21,0,13,0,7,0,2,0,0,0,0,0,0,0
519,28,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,4,0,1,0,0,0,0,0,21,0,13,0,7,0,2,0,0,0,0,0,0,0
520,28,0,19,0,12,0,6,0,1,0,0,0,0,0,7,0,6,0,5,0,4,0,1,0,0,0,0,0,21,0,13,0,7,0,2,0,0,0,0,0,0,0
521,28,0,19,0,13,0,6,0,1,0,0,0,0,0,7,0,6,0,6,0,4,0,1,0,0,0,0,0,21,0,13,0,7,0,2,0,0,0,0,0,0,0
522,28,0,19,0,13,0,6,0,1,0,0,0,0,0,7,0,6,0,6,0,4,0,1,0,0,0,0,0,21,0,13,0,7,0,2,0,0,0,0,0,0,0
523,28,0,19,0,13,0,6,0,1,0,0,0,0,0,7,0,6,0,6,0,4,0,1,0,0,0,0,0,21,0,13,0,7,0,2,0,0,0,0,0,0,0
524,28,0,19,0,13,0,6,0,1,0,0,0,0,0,7,0,5,0,6,0,4,0,1,0,0,0,0,0,21,0,14,0,7,0,2,0,0,0,0,0,0,0
525,28,0,19,0,13,0,7,0,1,0,0,0,0,0,7,0,5,0,6,0,5,0,1,0,0,0,0,0,21,0,14,0,7,0,2,0,0,0,0,0,0,0
526,28,0,19,0,13,0,7,0,1,0,0,0,0,0,7,0,5,0,6,0,5,0,1,0,0,0,0,0,21,0,14,0,7,0,2,0,0,0,0,0,0,0
527,28,0,19,0,13,0,7,0,1,0,0,0,0,0,7,0,5,0,6,0,5,0,1,0,0,0,0,0,21,0,14,0,7,0,2,0,0,0,0,0,0,0
528,28,0,19,0,13,0,7,0,1,0,0,0,0,0,6,0,5,0,5,0,5,0,1,0,0,0,0,0,22,0,14,0,8,0,2,0,0,0,0,0,0,0
529,28,0,19,0,13,0,7,0,1,0,0,0,0,0,6,0,5,0,5,0,5,0,1,0,0,0,0,0,22,0,14,0,8,0,2,0,0,0,0,0,0,0
530,28,0,19,0,13,0,7,0,1,0,0,0,0,0,6,0,5,0,5,0,5,0,1,0,0,0,0,0,22,0,14,0,8,0,2,0,0,0,0,0,0,0
531,28,0,19,0,13,0,7,0,2,0,0,0,0,0,6,0,5,0,5,0,5,0,2,0,0,0,0,0,22,0,14,0,8,0,2,0,0,0,0,0,0,0
532,28,0,20,0,13,0,7,0,2,0,0,0,0,0,6,0,6,0,5,0,5,0,2,0,0,0,0,0,22,0,14,0,8,0,2,0,0,0,0,0,0,0
533,28,0,20,0,13,0,7,0,2,0,0,0,0,0,6,0,6,0,5,0,5,0,2,0,0,0,0,0,22,0,14,0,8,0,2,0,0,0,0,0,0,0
534,28,0,20,0,13,0,7,0,2,0,0,0,0,0,6,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
535,28,0,20,0,13,0,7,0,2,0,0,0,0,0,6,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
536,29,0,20,0,13,0,7,0,2,0,0,0,0,0,7,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
537,29,0,20,0,13,0,7,0,2,0,0,0,0,0,7,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
538,29,0,20,0,13,0,7,0,2,0,0,0,0,0,7,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
539,29,0,20,0,13,0,7,0,2,0,0,0,0,0,7,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
540,29,0,20,0,13,0,7,0,2,0,0,0,0,0,7,0,6,0,5,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
541,29,0,20,0,14,0,7,0,2,0,0,0,0,0,7,0,6,0,6,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
542,29,0,20,0,14,0,7,0,2,0,0,0,0,0,7,0,6,0,6,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
543,29,0,20,0,14,0,7,0,2,0,0,0,0,0,7,0,6,0,6,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
544,29,0,20,0,14,0,7,0,2,0,0,0,0,0,7,0,6,0,6,0,4,0,2,0,0,0,0,0,22,0,14,0,8,0,3,0,0,0,0,0,0,0
545,29,0,21,0,14,0,7,0,2,0,0,0,0,0,7,0,6,0,6,0,4,0,2,0,0,0,0,0,22,0,15,0,8,0,3,0,0,0,0,0,0,0
546,29,0,21,0,14,0,8,0,2,0,0,0,0,0,7,0,6,0,6,0,5,0,2,0,0,0,0,0,22,0,15,0,8,0,3,0,0,0,0,0,0,0
547,29,0,21,0,14,0,8,0,2,0,0,0,0,0,7,0,6,0,6,0,5,0,2,0,0,0,0,0,22,0,15,0,8,0,3,0,0,0,0,0,0,0
548,29,0,21,0,14,0,8,0,2,0,0,0,0,0,6,0,6,0,6,0,5,0,2,0,0,0,0,0,23,0,15,0,8,0,3,0,0,0,0,0,0,0
549,29,0,21,0,14,0,8,0,2,0,0,0,0,0,6,0,6,0,5,0,5,0,2,0,0,0,0,0,23,0,15,0,9,0,3,0,0,0,0,0,0,0
550,29,0,21,0,14,0,8,0,2,0,0,0,0,0,6,0,6,0,5,0,5,0,2,0,0,0,0,0,23,0,15,0,9,0,3,0,0,0,0,0,0,0
551,29,0,21,0,14,0,8,0,2,0,0,0,0,0,6,0,6,0,5,0,5,0,2,0,0,0,0,0,23,0,15,0,9,0,3,0,0,0,0,0,0,0
552,29,0,21,0,14,0,8,0,3,0,0,0,0,0,6,0,6,0,5,0,5,0,3,0,0,0,0,0,23,0,15,0,9,0,3,0,0,0,0,0,0,0
553,29,0,21,0,14,0,8,0,3,0,0,0,0,0,6,0,6,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
554,29,0,21,0,14,0,8,0,3,0,0,0,0,0,6,0,6,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
555,29,0,21,0,14,0,8,0,3,0,0,0,0,0,6,0,6,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
556,29,0,21,0,14,0,8,0,3,0,0,0,0,0,6,0,6,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
557,30,0,21,0,14,0,8,0,3,0,0,0,0,0,7,0,6,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
558,30,0,21,0,14,0,8,0,3,0,0,0,0,0,7,0,6,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
559,30,0,22,0,14,0,8,0,3,0,0,0,0,0,7,0,7,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
560,30,0,22,0,14,0,8,0,3,0,0,0,0,0,7,0,7,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
561,30,0,22,0,14,0,8,0,3,0,0,0,0,0,7,0,7,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
562,30,0,22,0,14,0,8,0,3,0,0,0,0,0,7,0,7,0,5,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
563,30,0,22,0,15,0,8,0,3,0,0,0,0,0,7,0,7,0,6,0,4,0,3,0,0,0,0,0,23,0,15,0,9,0,4,0,0,0,0,0,0,0
564,30,0,22,0,15,0,8,0,3,0,0,0,0,0,7,0,6,0,6,0,4,0,3,0,0,0,0,0,23,0,16,0,9,0,4,0,0,0,0,0,0,0
565,30,0,22,0,15,0,8,0,3,0,0,0,0,0,7,0,6,0,6,0,4,0,3,0,0,0,0,0,23,0,16,0,9,0,4,0,0,0,0,0,0,0
566,30,0,22,0,15,0,9,0,3,0,0,0,0,0,7,0,6,0,6,0,5,0,3,0,0,0,0,0,23,0,16,0,9,0,4,0,0,0,0,0,0,0
567,31,0,22,0,15,0,9,0,3,0,0,0,0,0,8,0,6,0,6,0,5,0,3,0,0,0,0,0,23,0,16,0,9,0,4,0,0,0,0,0,0,0
568,31,0,22,0,15,0,9,0,3,0,0,0,0,0,8,0,6,0,5,0,5,0,3,0,0,0,0,0,23,0,16,0,10,0,4,0,0,0,0,0,0,0
569,31,0,22,0,15,0,9,0,3,0,0,0,0,0,7,0,6,0,5,0,5,0,3,0,0,0,0,0,24,0,16,0,10,0,4,0,0,0,0,0,0,0
570,31,0,22,0,15,0,9,0,4,0,0,0,0,0,7,0,6,0,5,0,5,0,4,0,0,0,0,0,24,0,16,0,10,0,4,0,0,0,0,0,0,0
571,31,0,22,0,15,0,9,0,4,0,0,0,0,0,7,0,6,0,5,0,5,0,4,0,0,0,0,0,24,0,16,0,10,0,4,0,0,0,0,0,0,0
572,31,0,23,0,15,0,9,0,4,0,0,0,0,0,7,0,7,0,5,0,5,0,4,0,0,0,0,0,24,0,16,0,10,0,4,0,0,0,0,0,0,0
573,31,0,23,0,15,0,9,0,4,0,0,0,0,0,7,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
574,31,0,23,0,15,0,9,0,4,0,0,0,0,0,7,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
575,31,0,23,0,15,0,9,0,4,0,0,0,0,0,7,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
576,31,0,23,0,15,0,9,0,4,0,0,0,0,0,7,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
577,31,0,23,0,15,0,9,0,4,0,0,0,0,0,7,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
578,32,0,23,0,15,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
579,32,0,23,0,15,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
580,32,0,23,0,15,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,10,0,5,0,0,0,0,0,0,0
581,32,0,23,0,16,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,11,0,5,0,0,0,0,0,0,0
582,32,0,23,0,16,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,11,0,5,0,0,0,0,0,0,0
583,32,0,23,0,16,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,11,0,5,0,0,0,0,0,0,0
584,32,0,23,0,16,0,9,0,4,0,0,0,0,0,8,0,7,0,5,0,4,0,4,0,0,0,0,0,24,0,16,0,11,0,5,0,0,0,0,0,0,0
585,32,0,23,0,16,0,9,0,4,0,0,0,0,0,8,0,6,0,5,0,4,0,4,0,0,0,0,0,24,0,17,0,11,0,5,0,0,0,0,0,0,0
586,32,0,23,0,16,0,10,0,4,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,24,0,17,0,11,0,5,0,0,0,0,0,0,0
587,32,0,23,0,16,0,10,0,4,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,24,0,17,0,11,0,5,0,0,0,0,0,0,0
588,32,0,23,0,16,0,10,0,4,0,0,0,0,0,7,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,17,0,11,0,5,0,0,0,0,0,0,0
589,32,0,23,0,16,0,10,0,4,0,0,0,0,0,7,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,17,0,11,0,5,0,0,0,0,0,0,0
590,32,0,23,0,16,0,10,0,4,0,0,0,0,0,7,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,17,0,11,0,5,0,0,0,0,0,0,0
591,32,0,23,0,16,0,10,0,5,0,0,0,0,0,7,0,6,0,5,0,5,0,5,0,0,0,0,0,25,0,17,0,11,0,5,0,0,0,0,0,0,0
592,32,0,23,0,16,0,10,0,5,0,0,0,0,0,7,0,6,0,5,0,5,0,5,0,0,0,0,0,25,0,17,0,11,0,5,0,0,0,0,0,0,0
593,32,0,24,0,16,0,10,0,5,0,0,0,0,0,7,0,7,0,5,0,4,0,5,0,0,0,0,0,25,0,17,0,11,0,6,0,0,0,0,0,0,0
594,32,0,24,0,16,0,10,0,5,0,0,0,0,0,7,0,7,0,5,0,4,0,5,0,0,0,0,0,25,0,17,0,11,0,6,0,0,0,0,0,0,0
595,32,0,24,0,16,0,10,0,5,0,0,0,0,0,7,0,7,0,4,0,4,0,5,0,0,0,0,0,25,0,17,0,12,0,6,0,0,0,0,0,0,0
596,32,0,24,0,16,0,10,0,5,0,0,0,0,0,7,0,7,0,4,0,4,0,5,0,0,0,0,0,25,0,17,0,12,0,6,0,0,0,0,0,0,0
597,33,0,24,0,16,0,10,0,5,0,0,0,0,0,8,0,7,0,4,0,4,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
